step,speedX,speedY,speedZ,angle,trackPos,z,rpm,gear,steer,accel,brake,target_speed,target_brake,front,front_delta,left_front,right_front,apex_target,trackPos_delta,left_open,right_open,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
3119,114.126,0.0958553,4.95411,-0.00579387,-0.175467,0.281374,8432.85,4,0.0015386657941990622,0.0,0.05,105,0.05,53.9661,-0.6191000000000031,97.5328,52.2269,0.0,0.0007109999999999894,146.954,52.2269,9.91688,21.3049,146.954,97.5328,73.8187,64.8317,60.8946,57.8308,55.8295,53.9661,52.2269,50.6,48.4914,46.2747,42.2648,34.7477,24.2627,15.4559,7.03728
3120,113.809,0.0862806,5.0746,-0.00587351,-0.174778,0.281849,8407.52,4,0.0008156014088141553,0.0,0.05,105,0.05,53.351,-0.6150999999999982,96.5479,51.6311,0.0,0.0006890000000000229,145.832,51.6311,9.91029,21.2876,145.832,96.5479,72.9861,64.0971,60.2031,57.173,55.1938,53.351,51.6311,50.0223,47.9373,45.7488,41.8033,34.4318,24.2043,15.4725,7.04373
3121,113.494,0.0796184,5.1072,-0.00595314,-0.174069,0.282797,8381.09,4,8.780705160422314e-05,0.0,0.05,105,0.05,52.7379,-0.6130999999999958,95.5639,51.0371,0.0,0.0007089999999999874,144.709,51.0371,9.90352,21.2732,144.709,95.5639,72.1557,63.3644,59.5136,56.5173,54.5602,52.7379,51.0371,49.4463,47.3847,45.2242,41.3423,34.1131,24.1332,15.4894,7.05035
3122,113.18,0.0728603,5.08029,-0.00600225,-0.17338,0.283789,8355.63,4,-0.00042146131562646044,0.0,0.05,105,0.05,52.1196,-0.618300000000005,94.5642,50.4385,0.0,0.0006889999999999952,143.567,50.4385,9.89723,21.2738,143.567,94.5642,71.3151,62.6242,58.8175,55.8555,53.9208,52.1196,50.4385,48.8661,46.8282,44.6954,40.8765,33.7871,24.0463,15.5046,7.05659
3123,112.866,0.0683903,5.02552,-0.00599319,-0.172683,0.284601,8331.27,4,-0.0005252957891123053,0.0,0.0,105,0.0,51.4916,-0.6280000000000001,93.5369,49.8308,0.0,0.0006970000000000032,142.388,49.8308,9.89144,21.2919,142.388,93.5369,70.4549,61.8692,58.1084,55.1824,53.2711,51.4916,49.8308,48.2774,46.2642,44.1594,40.4029,33.4512,23.943,15.5173,7.06248
3124,112.553,0.0690921,4.966,-0.00593883,-0.171996,0.285154,8307.87,4,-0.0003095026300273876,0.0,0.0,105,0.0,50.8563,-0.6353000000000009,92.4873,49.2164,0.0,0.0006869999999999932,141.181,49.2164,9.88618,21.3281,141.181,92.4873,69.58,61.1032,57.39,54.5007,52.6135,50.8563,49.2164,47.6824,45.6944,43.6176,39.9233,33.1072,23.825,15.5276,7.06795
3125,112.331,0.0687137,4.92133,-0.00583536,-0.171328,0.285458,8313.27,4,0.0002547588962882111,0.0,0.0,105,0.0,50.213,-0.6432999999999964,91.4136,48.5945,0.0,0.0006680000000000019,139.944,48.5945,9.88156,21.3841,139.944,91.4136,68.6893,60.3251,56.661,53.8097,51.9472,50.213,48.5945,47.0806,45.1184,43.0701,39.4372,32.755,23.6928,15.5354,7.07291
3126,112.16,0.072897,5.08492,-0.00571138,-0.170672,0.2862,8301.44,4,0.0009655282094476678,0.0,0.0,105,0.0,49.5672,-0.6458000000000013,90.3296,47.9702,0.0,0.0006560000000000177,138.691,47.9702,9.87723,21.4592,138.691,90.3296,67.7933,59.5431,55.9285,53.1156,51.2781,49.5672,47.9702,46.4764,44.5403,42.5202,38.9486,32.398,23.5499,15.542,7.07762
3127,111.989,0.0738666,5.2332,-0.00559932,-0.169988,0.287853,8289.31,4,0.0015861039380542993,0.0,0.0,105,0.0,48.9257,-0.6415000000000006,89.2525,47.3501,0.0,0.0006839999999999902,137.444,47.3501,9.87256,21.5517,137.444,89.2525,66.9046,58.7671,55.2015,52.4265,50.6137,48.9257,47.3501,45.8762,43.966,41.9737,38.4626,32.0412,23.4004,15.5497,7.08265
3128,111.818,0.0756779,5.34828,-0.00552541,-0.169365,0.287287,8277.05,4,0.001954162179186869,0.0,0.0,105,0.0,48.2914,-0.6342999999999961,88.1913,46.7368,0.0,0.0006230000000000124,136.218,46.7368,9.86802,21.6628,136.218,88.1913,66.0301,58.0019,54.4838,51.7457,49.957,48.2914,46.7368,45.2823,43.3973,41.4322,37.9807,31.6856,23.2451,15.5579,7.08744
3129,111.646,0.0749369,5.43249,-0.00551874,-0.168727,0.284595,8264.64,4,0.0018477509718854632,0.0,0.0,105,0.0,47.6711,-0.6203000000000003,87.1623,46.1364,0.0,0.0006379999999999997,135.03,46.1364,9.8627,21.7902,135.03,87.1623,65.1813,57.2565,53.7837,51.0809,49.3152,47.6711,46.1364,44.7008,42.84,40.9009,37.5078,31.3359,23.088,15.5694,7.09284
3130,111.473,0.0685372,5.53723,-0.00555927,-0.168064,0.282364,8254.84,4,0.001404806778770827,0.0,0.0,105,0.0,47.0607,-0.6104000000000056,86.1553,45.5454,0.0,0.0006629999999999969,133.869,45.5454,9.85671,21.9364,133.869,86.1553,64.3506,56.5252,53.0962,50.4275,48.6841,47.0607,45.5454,44.1279,42.2907,40.3767,37.0412,30.9895,22.9277,15.5754,7.09878
3131,111.299,0.0594851,5.77028,-0.00562793,-0.167444,0.281258,8242.8,4,0.0007751933294925031,0.0,0.0,105,0.0,46.4552,-0.6054999999999993,85.1591,44.9589,0.0,0.0006199999999999817,132.722,44.9589,9.85081,22.1062,132.722,85.1591,63.529,55.801,52.4148,49.7796,48.0582,46.4552,44.9589,43.5594,41.7454,39.8558,36.577,30.6429,22.7616,15.5705,7.10457
3132,111.128,0.0490447,5.95634,-0.00568659,-0.166828,0.281368,8229.55,4,0.00021656805517458744,0.0,0.0,105,0.0,45.8484,-0.6067999999999998,84.157,44.3715,0.0,0.0006160000000000054,131.567,44.3715,9.84504,22.3044,131.567,84.157,62.7049,55.0749,51.7319,49.1304,47.4309,45.8484,44.3715,42.99,41.1992,39.334,36.1112,30.293,22.5878,15.5542,7.11025
3133,110.959,0.0437235,6.04451,-0.00572092,-0.166183,0.282278,8215.44,4,-0.00017863866946458973,0.0,0.0,105,0.0,45.2389,-0.609499999999997,83.1432,43.7814,0.0,0.0006450000000000067,130.394,43.7814,9.83926,22.5347,130.394,83.1432,61.8745,54.3443,51.045,48.4776,46.8005,45.2389,43.7814,42.4179,40.6509,38.8102,35.6428,29.939,22.4063,15.5271,7.116
3134,110.792,0.0389003,6.04233,-0.00571758,-0.165544,0.283419,8201.66,4,-0.0003086092590277936,0.0,0.0,105,0.0,44.6236,-0.6152999999999977,82.1104,43.1858,0.0,0.0006390000000000007,129.196,43.1858,9.83391,22.803,129.196,82.1104,61.0323,53.6048,50.3505,47.8181,46.164,44.6236,43.1858,41.8409,40.098,38.2824,35.1698,29.5792,22.216,15.4885,7.12142
3135,110.625,0.0387544,5.99328,-0.00567609,-0.164947,0.284437,8188.47,4,-0.00016134236111695066,0.0,0.0,105,0.0,44.0019,-0.6217000000000041,81.0579,42.5844,0.0,0.0005969999999999864,127.972,42.5844,9.82927,23.1152,127.972,81.0579,60.1784,52.8563,49.6482,47.1514,45.5205,44.0019,42.5844,41.2586,39.54,37.75,34.6917,29.2132,22.0165,15.4385,7.12622
3136,110.459,0.0403142,5.93243,-0.00561554,-0.164326,0.285172,8175.9,4,0.00011363823826847363,0.0,0.0,105,0.0,43.3787,-0.6231999999999971,79.996,41.9817,0.0,0.0006210000000000104,126.734,41.9817,9.82462,23.4742,126.734,79.996,59.3208,52.1052,48.9434,46.4828,44.8754,43.3787,41.9817,40.6749,38.981,37.2165,34.2122,28.8444,21.811,15.3795,7.13109
3137,110.292,0.0420583,5.87569,-0.00554496,-0.163699,0.28562,8163.68,4,0.00045741709713921497,0.0,0.0,105,0.0,42.7551,-0.6236000000000033,78.9293,41.3786,0.0,0.0006269999999999887,125.487,41.3786,9.82001,23.8868,125.487,78.9293,58.4619,51.3531,48.2381,45.8137,44.23,42.7551,41.3786,40.0909,38.4218,36.6832,33.7319,28.4733,21.5998,15.312,7.13593
3138,110.126,0.0428805,5.93195,-0.00546867,-0.163125,0.285984,8151.77,4,0.0008539020439123635,0.0,0.0,105,0.0,42.1309,-0.6242000000000019,77.8575,40.7748,0.0,0.0005740000000000189,124.232,40.7748,9.81591,24.364,124.232,77.8575,57.6017,50.6001,47.5318,45.1438,43.5837,42.1309,40.7748,39.5062,37.862,36.1492,33.2504,28.0994,21.3825,15.2355,7.14027
3139,109.955,0.0425581,6.12804,-0.00538761,-0.162525,0.287302,8139.84,4,0.0012775504301416399,0.25,0.0,105,0.0,41.5078,-0.6230999999999938,76.7839,40.1722,0.0,0.0005999999999999894,122.973,40.1722,9.81164,24.9165,122.973,76.7839,56.7429,49.8485,46.8268,44.475,42.9385,41.5078,40.1722,38.9227,37.3033,35.6162,32.7692,27.7244,21.1609,15.1518,7.1448
3140,109.783,0.0448281,6.2916,-0.00533706,-0.161919,0.289667,8127.57,4,0.0014861028545666358,0.25,0.0,105,0.0,40.8908,-0.6170000000000044,75.7229,39.5754,0.0,0.0006059999999999954,121.729,39.5754,9.80701,25.5573,121.729,75.7229,55.8955,49.1056,46.1297,43.8134,42.3001,40.8908,39.5754,38.3447,36.7497,35.0879,32.2917,27.351,20.937,15.0622,7.14961
3141,109.737,0.0406332,6.41277,-0.00533992,-0.16137,0.286972,8208.2,4,0.0013343147965279578,0.25,0.0,105,0.0,40.2819,-0.6088999999999984,74.682,38.9859,0.0,0.0005489999999999939,120.511,38.9859,9.80235,26.3104,120.511,74.682,55.0632,48.3743,45.4427,43.1609,41.67,40.2819,38.9859,37.7736,36.2022,34.5652,31.8185,26.9797,20.7109,14.9667,7.15432
3142,109.756,0.0326947,6.49709,-0.00538475,-0.160825,0.283968,8208.81,4,0.0008895784881803315,0.0,0.05,92,0.05,39.6791,-0.602800000000002,73.6565,38.4023,0.0,0.0005450000000000177,119.314,38.4023,9.79777,27.2153,119.314,73.6565,54.2428,47.6522,44.7637,42.5155,41.0468,39.6791,38.4023,37.2079,35.6598,34.0471,31.3488,26.6098,20.4827,14.8659,7.15929
3143,109.785,0.0250934,6.6884,-0.00544578,-0.16028,0.281586,8193.45,4,0.00033139653639679967,0.0,0.05,92,0.05,39.0785,-0.6006,72.6347,37.8208,0.0,0.0005449999999999899,118.12,37.8208,9.79779,28.349,118.12,72.6347,53.4268,46.9333,44.0876,41.8728,40.4259,39.0785,37.8208,36.6442,35.1192,33.5306,30.8798,26.2394,20.2509,14.7589,7.16439
3144,109.556,0.0200032,6.95848,-0.00549871,-0.159726,0.280699,8100.88,4,-0.00017222259366878045,0.0,0.05,92,0.05,38.4769,-0.6015999999999977,71.6064,37.2383,0.0,0.0005539999999999989,116.917,37.2383,9.80369,29.8746,116.917,71.6064,52.6084,46.2129,43.4102,41.2289,39.8038,38.4769,37.2383,36.0797,34.5779,33.0133,30.4096,25.8664,20.0144,14.6454,7.1695
3145,109.24,0.015522,7.14765,-0.00550729,-0.159137,0.2812,8074.88,4,-0.00037366676778483043,0.0,0.05,92,0.05,37.8711,-0.6058000000000021,70.5602,36.652,0.0,0.0005890000000000062,115.686,36.652,9.81568,31.8917,115.686,70.5602,51.7809,45.4857,42.7269,40.5798,39.1772,37.8711,36.652,35.5116,34.0333,32.4934,29.9364,25.4897,19.7726,14.5251,7.17405
3146,108.927,0.0151814,7.19919,-0.00548202,-0.158587,0.282448,8047.15,4,-0.00032870556965981096,0.0,0.05,92,0.05,37.2614,-0.6096999999999966,69.4978,36.0621,0.0,0.0005499999999999949,114.432,36.0621,9.83439,33.9448,114.432,69.4978,50.9454,44.7525,42.0385,39.9264,38.5465,37.2614,36.0621,34.9401,33.4859,31.9709,29.4603,25.1092,19.525,14.3977,7.17364
3147,108.614,0.0167711,7.16143,-0.00543958,-0.158007,0.283791,8020.52,4,-0.00017070599512773038,0.0,0.05,92,0.05,36.652,-0.6094000000000008,68.4291,35.4725,0.0,0.0005799999999999972,113.166,35.4725,9.85916,35.999,113.166,68.4291,50.1089,44.019,41.3501,39.2728,37.9158,36.652,35.4725,34.369,32.9387,31.4488,28.984,24.7275,19.2741,14.2648,7.16838
3148,108.27,0.0192725,7.07926,-0.00538093,-0.157402,0.284992,7993.08,4,9.480925101520987e-05,0.0,0.05,92,0.05,35.9816,-0.6704000000000008,67.2472,34.8237,0.0,0.0006050000000000222,111.764,34.8237,9.89401,38.2633,111.764,67.2472,49.1878,43.2115,40.5922,38.5536,37.2218,35.9816,34.8237,33.7407,32.3369,30.8744,28.4595,24.3056,18.9936,14.1122,7.15661
3149,107.926,0.021723,6.99145,-0.00531418,-0.156788,0.285795,7967.36,4,0.0004148873188761157,0.0,0.05,92,0.05,35.3126,-0.6689999999999969,66.0629,34.1766,0.0,0.0006139999999999757,110.354,34.1766,9.93651,40.5272,110.354,66.0629,48.2686,42.4059,39.8362,37.8361,36.5294,35.3126,34.1766,33.114,31.7366,30.3016,27.9358,23.883,18.7095,13.9536,7.13915
3150,107.582,0.0235787,6.91783,-0.00524456,-0.156176,0.286228,7942.69,4,0.0007555434729506552,0.0,0.11,92,0.3,34.6456,-0.6670000000000016,64.8767,33.5313,0.0,0.0006120000000000014,108.939,33.5313,9.98684,42.7904,108.939,64.8767,47.3519,41.6025,39.0823,37.1207,35.839,34.6456,33.5313,32.489,31.1379,29.7304,27.4129,23.4598,18.4223,13.7895,7.11608
3151,107.225,0.0244987,7.09907,-0.00517208,-0.155594,0.287128,7918.07,4,0.0011234276850638839,0.0,0.16999999999999998,92,0.3,33.9801,-0.6655000000000015,63.6886,32.8876,0.0,0.0005819999999999992,107.519,32.8876,10.0454,45.0537,107.519,63.6886,46.4374,40.801,38.3302,36.4069,35.1503,33.9801,32.8876,31.8656,30.5408,29.1606,26.8907,23.0358,18.1316,13.6196,7.08738
3152,106.74,0.0277966,7.28737,-0.00513632,-0.154999,0.289425,7858.97,4,0.0012310484387223902,0.0,0.22999999999999998,92,0.3,33.3225,-0.6576000000000022,62.5161,32.2514,0.0,0.0005950000000000122,106.118,32.2514,10.1113,47.2886,106.118,62.5161,45.5365,40.0103,37.5878,35.702,34.4699,33.3225,32.2514,31.2493,29.9502,28.5969,26.3733,22.6145,17.8402,13.4461,7.05376
3153,106.072,0.0260202,7.41367,-0.00173313,-0.154494,0.289057,7784.95,4,0.02494176691308231,0.0,0.29,92,0.3,32.6732,-0.6492999999999967,61.3606,31.6229,0.0,0.0005050000000000054,104.737,31.6229,10.1848,49.4901,104.737,61.3606,44.6491,39.2306,36.8554,35.0064,33.7983,32.6732,31.6229,30.6404,29.3667,28.0397,25.861,22.1961,17.5484,13.2693,7.0154
3154,105.229,0.0233662,7.47001,0.00490921,-0.154634,0.285873,7693.94,4,0.07149046167975119,0.0,0.3,92,0.3,32.0297,-0.6435000000000031,60.213,31.0001,0.0,-0.00014000000000000123,103.364,31.0001,10.2662,51.6685,103.364,60.213,43.7705,38.4584,36.1298,34.3171,33.1327,32.0297,31.0001,30.0368,28.7882,27.4873,25.3523,21.7797,17.2554,13.0887,6.97225
3155,104.19,0.0766489,7.5544,0.0108878,-0.155429,0.283352,7622.58,4,0.11354823633342129,0.0,0.3,92,0.3,31.4655,-0.5641999999999996,59.3091,30.4515,0.0,-0.0007950000000000179,102.347,30.4515,10.3474,53.4082,102.347,59.3091,43.0386,37.7999,35.5046,33.7186,32.5519,31.4655,30.4515,29.5031,28.2739,26.9934,24.893,21.4023,16.9879,12.9211,6.92868
3156,103.088,0.156789,7.77695,0.0153205,-0.156708,0.282516,7539.42,4,0.14489658544813283,0.0,0.3,92,0.3,31.0857,-0.37979999999999947,58.9932,30.0756,0.0,-0.0012789999999999746,102.198,30.0756,10.4152,54.0913,102.198,58.9932,42.653,37.408,35.1147,33.3321,32.1684,31.0857,30.0756,29.1313,27.9081,26.6348,24.548,21.1162,16.7828,12.79,6.8913
3157,101.981,0.188125,7.89452,0.0178034,-0.158274,0.283266,7441.84,4,0.16265972100905898,0.0,0.3,92,0.3,30.9414,-0.14429999999999765,59.4393,29.92,0.0,-0.0015660000000000118,103.169,29.92,10.4617,53.3598,103.169,59.4393,42.7162,37.3597,35.0268,33.2171,32.0376,30.9414,29.92,28.9659,27.7314,26.4481,24.3484,20.9433,16.656,12.7062,6.86377
3158,100.868,0.119109,7.86246,0.0183379,-0.160011,0.284742,7335.86,4,0.16681960696069417,0.0,0.3,92,0.3,31.0436,0.10219999999999985,60.6867,29.9939,0.0,-0.0017369999999999886,105.29,29.9939,10.485,51.4723,105.29,60.6867,43.2644,37.6769,35.2581,33.3878,32.1718,31.0436,29.9939,29.0151,27.7508,26.4389,24.2983,20.8819,16.607,12.6698,6.84668
3159,99.6253,0.0204862,7.92837,0.0165498,-0.161767,0.286844,7226.6,4,0.154719308996019,0.0,0.3,92,0.3,31.4653,0.42169999999999774,62.9658,30.3648,0.0,-0.0017560000000000076,108.834,30.3648,10.4787,48.6408,108.834,62.9658,44.4713,38.4806,35.9104,33.9327,32.6513,31.4653,30.3648,29.3408,28.0215,26.6564,24.4374,20.9557,16.6525,12.6916,6.84343
3160,98.4661,-0.237258,7.94274,0.012325,-0.163389,0.289742,7125.61,4,0.12552308563873485,0.0,0.3,92,0.3,32.2741,0.808799999999998,66.4505,31.0929,0.0,-0.0016220000000000123,113.94,31.0929,10.4401,45.1764,113.94,66.4505,46.5315,39.8952,37.0844,34.9363,33.5513,32.2741,31.0929,29.9974,28.5907,27.1411,24.797,21.177,16.8016,12.7776,6.85607
3161,97.3284,-0.619298,7.91028,0.00691765,-0.164855,0.291019,7034.7,4,0.0880082404515046,0.0,0.0,92,0.0,33.3614,1.0873000000000062,70.7069,32.0748,0.0,-0.001465999999999995,119.897,32.0748,10.3861,41.8878,119.897,70.7069,49.3063,41.7876,38.6545,36.2802,34.7584,33.3614,32.0748,30.8861,29.3661,27.8073,25.3024,21.4783,17.0062,12.898,6.87742
3162,96.1942,-1.01545,7.84835,0.00178784,-0.166201,0.289204,6950.17,4,0.05240815723212622,0.25,0.0,92,0.0,34.5454,1.1839999999999975,75.0809,33.1402,0.0,-0.001345999999999986,125.866,33.1402,10.3354,39.2515,125.866,75.0809,52.343,43.8997,40.3905,37.7557,36.0778,34.5454,33.1402,31.8472,30.2014,28.5221,25.8417,21.7921,17.2054,13.0153,6.89841
3163,95.632,-1.25335,7.77082,-0.0020116,-0.167414,0.287413,7081.18,4,0.026092492324959103,0.25,0.0,92,0.0,35.6435,1.0981000000000023,78.9939,34.121,0.0,-0.0012130000000000196,131.522,34.121,10.3005,37.3699,131.522,78.9939,55.119,45.9431,42.0454,39.1458,37.3112,35.6435,34.121,32.7256,30.9571,29.1615,26.3139,22.0535,17.3524,13.1008,6.91243
3164,95.6533,-1.15935,7.90155,-0.00268919,-0.168446,0.285925,7153.16,4,0.021595133217815067,0.25,0.0,92,0.0,36.2742,0.6306999999999974,81.4206,34.6701,0.0,-0.0010320000000000051,135.349,34.6701,10.3018,36.4714,135.349,81.4206,56.8379,47.257,43.0736,39.9829,38.0369,36.2742,34.6701,33.2044,31.3526,29.4792,26.5219,22.1292,17.3656,13.105,6.90833
3165,95.6671,-0.885681,8.0456,0.000236209,-0.169369,0.28529,7147.57,4,0.04230268851792291,0.25,0.0,92,0.0,36.2567,-0.017499999999998295,81.9877,34.6269,0.0,-0.0009229999999999794,136.513,34.6269,10.3458,36.4842,136.513,81.9877,57.1716,47.4787,43.1923,40.0343,38.0506,36.2567,34.6269,33.1398,31.264,29.3695,26.3858,21.9686,17.2221,13.0137,6.88247
3166,95.6787,-0.595248,8.15634,0.00487488,-0.170358,0.285444,7148.73,4,0.07502381495511203,0.25,0.0,92,0.0,35.9181,-0.33859999999999957,81.6525,34.2915,0.0,-0.0009890000000000176,136.318,34.2915,10.412,36.8905,136.318,81.6525,56.8278,47.1452,42.8525,39.6925,37.7097,35.9181,34.2915,32.8083,30.9389,29.0522,26.0838,21.6963,17.0054,12.8773,6.84566
3167,95.6861,-0.321137,8.2321,0.00947493,-0.171515,0.286121,7154.06,4,0.10751480557778645,0.25,0.0,92,0.0,35.5957,-0.3224000000000018,81.3473,33.9713,0.0,-0.0011569999999999914,136.166,33.9713,10.4803,37.2636,136.166,81.3473,56.5093,46.8344,42.5337,39.3694,37.3861,35.5957,33.9713,32.4911,30.6268,28.747,25.7924,21.4324,16.7917,12.7419,6.80817
3168,95.6878,-0.0869108,8.2996,0.012624,-0.17281,0.287271,7159.28,4,0.1298779680700518,0.25,0.0,92,0.0,35.5684,-0.027300000000003877,81.8354,33.9197,0.0,-0.0012949999999999906,137.249,33.9197,10.5325,37.2612,137.249,81.8354,56.7935,47.0213,42.6382,39.4082,37.3886,35.5684,33.9197,32.4195,30.5327,28.6335,25.6552,21.2746,16.6396,12.6439,6.77873
3169,95.6847,0.0608835,8.33053,0.0138947,-0.174121,0.288715,7163.35,4,0.13909108826227418,0.25,0.0,92,0.0,35.9424,0.37400000000000233,83.3697,34.2318,0.0,-0.0013110000000000066,140.051,34.2318,10.5611,36.8014,140.051,83.3697,57.8816,47.8733,43.3274,39.9434,37.8361,35.9424,34.2318,32.679,30.7314,28.7766,25.7225,21.2559,16.5662,12.5941,6.76058
3170,95.6792,0.113166,8.33885,0.0135123,-0.17539,0.288475,7165.72,4,0.13671777085178716,0.25,0.0,92,0.0,36.7184,0.7760000000000034,85.8693,34.9056,0.0,-0.0012689999999999924,144.633,34.9056,10.5682,35.9855,144.633,85.8693,59.7315,49.3633,44.6182,40.9846,38.7329,36.7184,34.9056,33.2658,31.2168,29.1687,25.9861,21.3685,16.5669,12.5868,6.75272
3171,95.6737,0.0908137,8.33484,0.0120446,-0.176563,0.287498,7166.57,4,0.12672125561284428,0.25,0.0,92,0.0,37.8371,1.118699999999997,89.0585,35.8841,0.0,-0.0011730000000000074,150.796,35.8841,10.5604,34.9889,150.796,89.0585,62.1569,51.3479,46.3719,42.4697,40.0183,37.8371,35.8841,34.1252,31.9378,29.7629,26.4054,21.5822,16.626,12.6083,6.7521
3172,95.6747,0.039545,8.3602,0.010163,-0.177624,0.286528,7159.61,4,0.11379939421228903,0.25,0.0,92,0.0,39.2013,1.3642000000000039,92.5831,37.076,0.0,-0.0010610000000000064,158.166,37.076,10.5463,33.9761,158.166,92.5831,64.8974,53.6187,48.3922,44.269,41.5886,39.2013,37.076,35.1719,32.8166,30.4887,26.9224,21.8561,16.7185,12.6421,6.75492
3173,95.6738,0.0200605,8.4519,0.00870674,-0.178542,0.286003,7156.88,4,0.10382179120550086,0.7,0.0,105,0.0,40.628,1.4266999999999967,95.9533,38.3154,0.0,-0.0009180000000000021,166.025,38.3154,10.5364,33.1,166.025,95.9533,67.5689,55.8559,50.3927,46.0667,43.2319,40.628,38.3154,36.2546,33.7198,31.2302,27.4454,22.129,16.8091,12.6671,6.75634
3174,95.6732,-0.000805671,8.52586,0.00787657,-0.179358,0.285986,7157.25,4,0.09820410220481052,0.7,0.0,105,0.0,42.0489,1.4209000000000032,99.029,39.5425,0.0,-0.0008159999999999834,175.342,39.5425,10.5335,32.3731,175.342,99.029,70.0464,57.9512,52.2748,47.7644,44.8012,42.0489,39.5425,37.3197,34.6009,31.947,27.9434,22.3816,16.887,12.6774,6.75479
3175,95.8992,-0.0454221,8.56553,0.0074889,-0.18014,0.286259,7317.68,4,0.09567699994611939,0.7,0.0,105,0.0,43.45,1.4010999999999996,101.902,40.7901,0.0,-0.0007820000000000049,189.002,40.7901,10.5359,31.7463,189.002,101.902,72.3937,59.954,54.0829,49.4019,46.3191,43.45,40.7901,38.3961,35.485,32.6609,28.4333,22.6248,16.9586,12.6769,6.75084
3176,96.2309,-0.103698,8.58597,0.00731772,-0.180969,0.286551,7346.61,4,0.09467721764714666,0.7,0.0,105,0.0,44.8657,1.415699999999994,104.703,42.0947,0.0,-0.0008289999999999964,200.0,42.0947,10.5415,31.1735,200.0,104.703,74.7124,61.9502,55.8931,51.0473,47.8481,44.8657,42.0947,39.5376,36.4168,33.4092,28.9428,22.8756,17.0331,12.6701,6.74519
3177,96.5666,-0.142472,8.59689,0.00739449,-0.181858,0.286745,7371.89,4,0.09542818394631791,0.75,0.0,105,0.0,46.2784,1.412700000000001,107.404,43.401,0.0,-0.0008890000000000009,200.0,43.401,10.5507,30.653,200.0,107.404,76.9775,63.9162,57.6844,52.6819,49.3711,46.2784,43.401,40.7321,37.3909,34.1865,29.4673,23.131,17.1087,12.6611,6.73758
3178,96.9035,-0.164479,8.60466,0.00765389,-0.182781,0.286819,7397.34,4,0.09746623480479158,0.75,0.0,105,0.0,47.7061,1.4277000000000015,110.042,44.7238,0.0,-0.0009230000000000071,200.0,44.7238,10.5627,30.169,200.0,110.042,79.216,65.8743,59.4773,54.3248,50.9056,47.7061,44.7238,41.9539,38.4265,35.0083,30.0179,23.3976,17.1891,12.6552,6.72858
3179,97.2648,-0.17893,8.61403,0.00800007,-0.183753,0.286989,7444.71,4,0.10012375016557187,0.55,0.0,105,0.0,49.1776,1.471499999999999,112.673,46.0908,0.0,-0.0009720000000000006,200.0,46.0908,10.5762,29.7053,200.0,112.673,81.4723,67.8647,61.3072,56.0084,52.483,49.1776,46.0908,43.2192,39.5487,35.8996,30.6117,23.6853,17.2794,12.6552,6.71866
3180,97.6417,-0.18765,8.63017,0.00830811,-0.184776,0.287037,7473.88,4,0.1025264180670531,0.55,0.0,105,0.0,50.7396,1.5620000000000047,115.45,47.5457,0.0,-0.0010229999999999961,200.0,47.5457,10.5896,29.2443,200.0,115.45,83.8144,69.9465,63.2302,57.7849,54.1529,50.7396,47.5457,44.5692,40.7579,36.8998,31.2756,24.0087,17.3869,12.6645,6.70856
3181,97.919,-0.179297,8.64637,0.00856131,-0.185838,0.287004,7422.78,4,0.10455441145705129,0.55,0.0,105,0.0,52.4008,1.6611999999999938,118.497,49.0977,0.0,-0.0010620000000000074,118.497,49.0977,10.6028,28.7836,76.3087,118.497,86.2515,72.1282,65.2557,59.6639,55.9236,52.4008,49.0977,46.0136,42.056,38.0267,32.0215,24.3736,17.5141,12.6845,6.69849
3182,98.142,-0.163128,8.65998,0.00874871,-0.186901,0.286949,7440.79,4,0.10612185945580982,0.55,0.0,105,0.0,54.1677,1.7669000000000068,121.852,50.7525,0.0,-0.0010630000000000084,121.852,50.7525,10.614,28.3222,65.4436,121.852,88.7858,74.415,67.3874,61.6498,57.8006,54.1677,50.7525,47.5577,43.4493,39.2564,32.8619,24.7852,17.6633,12.7164,6.68881
3183,98.3654,-0.155865,8.67655,0.00878399,-0.187962,0.286871,7458.78,4,0.10662355885707023,0.55,0.0,105,0.0,56.0793,1.9116,125.628,52.5491,0.0,-0.0010609999999999786,125.628,52.5491,10.6181,27.8507,60.1299,125.628,91.4691,76.8527,69.6705,63.7852,59.8265,56.0793,52.5491,49.2388,44.9714,40.6043,33.829,25.2593,17.8413,12.7633,6.68007
3184,98.5899,-0.161834,8.68641,0.00868958,-0.189023,0.286781,7476.38,4,0.10621706285726877,0.55,0.0,105,0.0,58.1317,2.0523999999999987,129.874,54.4842,0.0,-0.0010610000000000064,129.874,54.4842,10.6152,27.3732,56.2101,129.874,94.2885,79.4328,72.0962,66.0647,61.9941,58.1317,54.4842,51.0547,46.6216,42.0722,34.9366,25.7999,18.0491,12.8254,6.67208
3185,98.8185,-0.193143,8.62059,0.00876349,-0.190117,0.286371,7494.06,4,0.10699720109840133,0.9,0.0,118,0.0,60.1952,2.0634999999999977,134.375,56.4353,0.0,-0.0010940000000000116,134.375,56.4353,10.6094,26.9215,53.1898,134.375,97.0653,81.9893,74.5111,68.3418,64.1668,60.1952,56.4353,52.8917,48.2984,43.5696,36.1199,26.3733,18.2692,12.8938,6.66284
