step,speedX,speedY,speedZ,angle,trackPos,z,rpm,gear,steer,accel,brake,target_speed,target_brake,front,front_delta,left_front,right_front,apex_target,trackPos_delta,left_open,right_open,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
204,125.384,-0.0029048,2.19666,0.00532739,0.152852,0.283347,9800.29,4,0.0006222599002466273,1.0,0.0,190,0.0,168.945,-0.7530000000000143,180.966,164.946,0.0,-0.0006850000000000189,180.966,164.946,7.2269,15.8579,25.0762,43.6,78.8765,132.725,180.966,176.057,172.622,168.945,164.946,160.511,153.13,139.899,92.1423,54.3989,32.4565,20.9229,9.73057
205,126.164,-0.00374757,2.2085,0.00526905,0.152169,0.283251,9858.8,4,0.0003776355275274465,1.0,0.0,190,0.0,168.202,-0.742999999999995,180.17,164.225,0.0,-0.0006829999999999892,180.17,164.225,7.23229,15.868,25.0893,43.6135,78.8689,132.63,180.17,175.282,171.861,168.202,164.225,159.819,152.504,139.591,92.1592,54.3915,32.4459,20.914,9.72537
206,126.943,-0.008234,2.22056,0.00522268,0.151486,0.283189,9916.96,4,0.00021683488023591796,1.0,0.0,190,0.0,167.448,-0.7539999999999907,179.363,163.493,0.0,-0.0006829999999999892,179.363,163.493,7.23778,15.8786,25.1039,43.6314,78.8758,132.576,179.363,174.496,171.09,167.448,163.493,159.115,151.864,139.239,92.1613,54.3789,32.4336,20.9043,9.72005
207,127.719,-0.00886854,2.22953,0.00520165,0.150801,0.283108,9977.27,4,0.00023396562829413464,1.0,0.0,190,0.0,166.679,-0.7690000000000055,178.54,162.744,0.0,-0.0006850000000000189,178.54,162.744,7.24347,15.8904,25.1216,43.6588,78.9138,132.611,178.54,173.696,170.304,166.679,162.744,158.394,151.202,138.83,92.1323,54.3554,32.4174,20.8931,9.71447
208,128.495,-0.00799889,2.23792,0.00519195,0.150113,0.282995,10035.4,4,0.00033115829858251095,1.0,0.0,190,0.0,165.9,-0.7789999999999964,177.708,161.985,0.0,-0.0006879999999999942,177.708,161.985,7.24927,15.9028,25.1408,43.6906,78.9659,132.685,177.708,172.886,169.509,165.9,161.985,157.661,150.527,138.39,92.0891,54.3271,32.3995,20.8812,9.70876
209,129.271,-0.00670489,2.24768,0.00518748,0.149425,0.282854,10091.5,4,0.0004649757043751965,1.0,0.0,190,0.0,165.114,-0.7860000000000014,176.869,161.219,0.0,-0.0006879999999999942,176.869,161.219,7.2551,15.9155,25.1606,43.7243,79.0244,132.815,176.869,172.07,168.707,165.114,161.219,156.921,149.845,137.929,92.0394,54.2965,32.3807,20.869,9.70299
210,130.047,-0.00543056,2.25939,0.00518546,0.148734,0.282696,10146.7,5,0.0006166700130331854,1.0,0.0,190,0.0,164.322,-0.7920000000000016,176.024,160.448,0.0,-0.0006909999999999972,176.024,160.448,7.26098,15.9283,25.1808,43.759,79.0861,133.495,176.024,171.247,167.899,164.322,160.448,156.176,149.156,137.451,91.9866,54.2647,32.3616,20.8566,9.69718
211,130.363,-0.00190662,2.27205,0.00515793,0.148044,0.282548,9113.2,5,0.000589482447367104,1.0,0.0,190,0.0,163.537,-0.7849999999999966,180.988,159.684,0.0,-0.0006899999999999962,180.988,159.684,7.26667,15.94,25.1979,43.7843,79.1166,180.988,175.185,170.431,167.097,163.537,159.684,155.44,148.48,136.992,91.965,54.2438,32.3462,20.8457,9.69161
212,130.22,-0.00238023,2.27155,0.00509869,0.14736,0.282441,9121.13,5,0.00033879553890150266,1.0,0.0,190,0.0,162.766,-0.771000000000015,180.135,158.935,0.0,-0.0006840000000000179,180.135,158.935,7.27206,15.95,25.2109,43.7973,79.1076,180.135,174.359,169.626,166.307,162.766,158.935,154.72,147.823,136.559,91.9828,54.2366,32.3358,20.8368,9.68641
213,130.086,-0.00677463,2.26468,0.00505421,0.146682,0.282321,8682.77,5,0.00019003021667748227,1.0,0.0,190,0.0,161.989,-0.7769999999999868,179.277,158.18,0.0,-0.0006779999999999842,179.277,158.18,7.27752,15.9606,25.2255,43.8156,79.1163,179.277,173.527,168.817,165.513,161.989,158.18,153.993,147.157,136.098,91.983,54.2233,32.3232,20.8271,9.68111
214,130.42,-0.00710022,2.26443,0.00503743,0.146004,0.282162,9044.08,5,0.0002352429390938826,1.0,0.0,190,0.0,161.201,-0.7880000000000109,178.406,157.412,0.0,-0.0006780000000000119,178.406,157.412,7.28317,15.9724,25.2435,43.8441,79.1586,178.406,172.684,167.996,164.707,161.201,157.412,153.251,146.472,135.598,91.9492,54.1984,32.3066,20.8158,9.67555
215,131.042,-0.00631605,2.27697,0.0050299,0.145327,0.282036,9109.72,5,0.0003449917233486685,1.0,0.0,190,0.0,160.405,-0.7959999999999923,177.528,156.636,0.0,-0.0006769999999999832,177.528,156.636,7.28889,15.9847,25.2626,43.8761,79.2122,177.528,171.834,167.169,163.895,160.405,156.636,152.502,145.778,135.078,91.9041,54.1696,32.2887,20.804,9.66991
216,131.696,-0.00523873,2.29436,0.00502643,0.144648,0.281979,9145.43,5,0.000483651946637402,1.0,0.0,178,0.0,159.603,-0.8019999999999925,176.644,155.855,0.0,-0.0006790000000000129,176.644,155.855,7.29466,15.9973,25.2823,43.9097,79.271,176.644,170.978,166.337,163.077,159.603,155.855,151.746,145.077,134.545,91.8538,54.1389,32.27,20.7918,9.6642
217,132.354,-0.0041558,2.31184,0.00502519,0.143966,0.281963,9179.51,5,0.0006386484529423073,1.0,0.0,178,0.0,158.796,-0.8070000000000164,175.754,155.068,0.0,-0.0006819999999999882,175.754,155.068,7.30046,16.01,25.3023,43.9442,79.3326,175.754,170.117,165.499,162.253,158.796,155.068,150.986,144.371,134.002,91.8006,54.1072,32.251,20.7795,9.65846
218,133.01,-0.00115886,2.32644,0.00499743,0.143289,0.281976,9217.76,5,0.0006067302392521387,1.0,0.0,178,0.0,157.997,-0.7989999999999782,174.871,154.29,0.0,-0.0006770000000000109,174.871,154.29,7.30604,16.0213,25.3189,43.9686,79.3614,174.871,169.262,164.667,161.436,157.997,154.29,150.235,143.677,133.475,91.7802,54.0869,32.236,20.7689,9.65301
219,133.663,-0.00251778,2.33677,0.00493844,0.142609,0.281992,9261.38,5,0.00035683403516054146,1.0,0.0,178,0.0,157.205,-0.7920000000000016,173.997,153.522,0.0,-0.0006799999999999862,173.997,153.522,7.3114,16.0312,25.3318,43.9814,79.3522,173.997,168.415,163.842,160.627,157.205,153.522,149.495,142.998,132.969,91.798,54.0797,32.2256,20.76,9.64784
220,134.315,-0.00716194,2.34248,0.00489376,0.141932,0.281987,9309.44,5,0.00020642814943732518,1.0,0.0,178,0.0,156.404,-0.8010000000000161,173.112,152.743,0.0,-0.0006770000000000109,173.112,152.743,7.31684,16.0418,25.3463,43.9995,79.3603,173.112,167.558,163.007,159.808,156.404,152.743,148.744,142.305,132.44,91.7983,54.0666,32.2131,20.7504,9.64255
221,134.968,-0.00771491,2.34574,0.00487544,0.141255,0.281938,9360.35,5,0.00024061653290981255,1.0,0.0,178,0.0,155.589,-0.8149999999999977,172.212,151.948,0.0,-0.0006770000000000109,172.212,151.948,7.32248,16.0536,25.3641,44.0274,79.4006,172.212,166.686,162.159,158.975,155.589,151.948,147.976,141.592,131.878,91.7663,54.0422,32.1967,20.7391,9.637
222,135.624,-0.00678323,2.34891,0.00486825,0.140576,0.281837,9411.69,5,0.0003532262751132567,1.0,0.0,178,0.0,154.764,-0.8249999999999886,171.303,151.145,0.0,-0.0006789999999999852,171.303,151.145,7.32822,16.0659,25.3833,44.0595,79.4546,171.303,165.806,161.303,158.133,154.764,151.145,147.199,140.869,131.298,91.7206,54.0131,32.1786,20.7272,9.63134
223,136.285,-0.00551497,2.35372,0.00486562,0.139897,0.281692,9459.84,5,0.0004977688650986689,1.0,0.0,178,0.0,153.934,-0.8300000000000125,170.387,150.335,0.0,-0.0006790000000000129,170.387,150.335,7.33398,16.0785,25.403,44.0933,79.5141,170.387,164.92,160.441,157.286,153.934,150.335,146.416,140.14,130.707,91.6692,53.9821,32.1598,20.7151,9.62563
224,136.949,-0.00432038,2.36071,0.0048649,0.139217,0.281512,9504.77,5,0.0006559268365015081,1.0,0.0,178,0.0,153.1,-0.8340000000000032,169.466,149.521,0.0,-0.0006799999999999862,169.466,149.521,7.33978,16.0912,25.423,44.1279,79.5761,169.466,164.028,159.574,156.434,153.1,149.521,145.628,139.405,130.108,91.6154,53.9502,32.1407,20.7027,9.61989
225,137.612,-0.0013262,2.36994,0.00483607,0.138536,0.281357,9548.51,5,0.0006174756080905841,1.0,0.0,178,0.0,152.272,-0.828000000000003,168.552,148.715,0.0,-0.0006810000000000149,168.552,148.715,7.34537,16.1025,25.4396,44.152,79.6038,168.552,163.143,158.712,155.588,152.272,148.715,144.85,138.682,129.525,91.596,53.9301,32.1258,20.6921,9.61442
226,138.274,-0.00310509,2.3813,0.00477357,0.137857,0.281213,9591.47,5,0.00034275951458787035,1.0,0.0,178,0.0,151.453,-0.8189999999999884,167.647,147.92,0.0,-0.0006789999999999852,167.647,147.92,7.3507,16.1123,25.452,44.1634,79.5901,167.647,162.266,157.858,154.751,151.453,147.92,144.082,137.973,128.961,91.6178,53.9243,32.1158,20.6834,9.60927
227,138.935,-0.00830747,2.39181,0.00472558,0.13718,0.281066,9635.2,5,0.00016917430295274732,1.0,0.0,178,0.0,150.624,-0.8290000000000077,166.732,147.113,0.0,-0.0006770000000000109,166.732,147.113,7.35612,16.1226,25.4661,44.1801,79.594,166.732,161.38,156.995,153.903,150.624,147.113,143.305,137.252,128.377,91.6221,53.9125,32.1038,20.6739,9.60401
228,139.594,-0.0089185,2.40342,0.00470547,0.136503,0.280918,9678.0,5,0.00019082764310730804,1.0,0.0,178,0.0,149.781,-0.8429999999999893,165.801,146.292,0.0,-0.0006769999999999832,165.801,146.292,7.36174,16.1343,25.4836,44.2072,79.6319,165.801,160.478,156.118,153.042,149.781,146.292,142.51,136.511,127.765,91.5923,53.8889,32.0877,20.6628,9.59849
229,140.253,-0.00782013,2.41592,0.00469747,0.135825,0.280775,9720.76,5,0.0002975251031389625,1.0,0.0,178,0.0,148.929,-0.8520000000000039,164.861,145.461,0.0,-0.0006780000000000119,164.861,145.461,7.36746,16.1466,25.5026,44.2389,79.6846,164.861,159.568,155.233,152.172,148.929,145.461,141.706,135.76,127.136,91.5475,53.8602,32.0697,20.651,9.59284
230,140.91,-0.00632306,2.42894,0.00469473,0.135145,0.280638,9763.75,5,0.0004415373831998179,1.0,0.0,178,0.0,148.07,-0.8590000000000089,163.914,144.624,0.0,-0.0006800000000000139,163.914,144.624,7.37323,16.1592,25.5223,44.2727,79.7439,163.914,158.652,154.341,151.296,148.07,144.624,140.895,135.002,126.498,91.496,53.8291,32.0509,20.6388,9.58712
231,141.565,-0.0049026,2.44187,0.00469419,0.134464,0.280512,9807.06,5,0.0006011958617519464,1.0,0.0,178,0.0,147.207,-0.8629999999999995,162.962,143.782,0.0,-0.0006809999999999872,162.962,143.782,7.37903,16.1719,25.5424,44.3074,79.806,162.962,157.73,153.444,150.414,147.207,143.782,140.08,134.238,125.851,91.4418,53.797,32.0318,20.6264,9.58138
232,142.219,-0.00178658,2.45416,0.00466515,0.133787,0.280394,9850.63,5,0.0005603140416668428,1.0,0.0,178,0.0,146.351,-0.8559999999999945,162.016,142.948,0.0,-0.0006770000000000109,162.016,142.948,7.38459,16.1832,25.5588,44.3311,79.833,162.016,156.815,152.554,149.54,146.351,142.948,139.273,133.486,125.22,91.4227,53.7771,32.0169,20.6158,9.57593
233,142.871,-0.00365768,2.46483,0.00460194,0.133108,0.280274,9894.25,5,0.00028062594774193317,1.0,0.0,178,0.0,145.503,-0.8480000000000132,161.08,142.123,0.0,-0.0006789999999999852,161.08,142.123,7.38991,16.1928,25.571,44.3421,79.8181,161.08,155.907,151.67,148.673,145.503,142.123,138.478,132.747,124.604,91.4455,53.7716,32.0071,20.6072,9.5708
234,143.521,-0.00895558,2.47492,0.00455348,0.132436,0.280166,9937.87,5,0.00010254941188368727,1.0,0.0,178,0.0,144.646,-0.8569999999999993,160.133,141.289,0.0,-0.0006720000000000059,160.133,141.289,7.39527,16.2031,25.5849,44.3583,79.8208,160.133,154.99,150.777,147.796,144.646,141.289,137.671,131.995,123.972,91.4507,53.7601,31.9952,20.5979,9.56558
235,144.171,-0.00947127,2.48498,0.00453347,0.13176,0.280072,9981.25,5,0.00012466303378785848,1.0,0.0,178,0.0,143.774,-0.8719999999999857,159.17,140.439,0.0,-0.0006760000000000099,159.17,140.439,7.40089,16.2147,25.6023,44.3854,79.8586,159.17,154.058,149.871,146.906,143.774,140.439,136.849,131.225,123.314,91.4207,53.7365,31.979,20.5867,9.56006
236,144.819,-0.00826084,2.49394,0.00452563,0.131084,0.279969,10025.0,5,0.00023200094461887227,1.0,0.0,178,0.0,142.893,-0.8810000000000002,158.199,139.581,0.0,-0.0006759999999999822,158.199,139.581,7.40659,16.227,25.6213,44.417,79.9112,158.199,153.118,148.956,146.007,142.893,139.581,136.017,130.445,122.642,91.3757,53.7077,31.9611,20.5749,9.55442
237,145.466,-0.00664746,2.50289,0.00452308,0.130408,0.279849,10068.0,5,0.00037638376000395657,1.0,0.0,178,0.0,142.007,-0.8859999999999957,157.221,138.716,0.0,-0.0006760000000000099,157.221,138.716,7.41233,16.2395,25.6409,44.4506,79.9702,157.221,152.172,148.035,145.102,142.007,138.716,135.18,129.659,121.961,91.3242,53.6767,31.9424,20.5627,9.54874
238,146.112,-0.00514194,2.51242,0.00452273,0.129729,0.279718,10110.6,5,0.0005368927738803389,1.0,0.0,178,0.0,141.116,-0.8909999999999911,156.238,137.847,0.0,-0.0006789999999999852,156.238,137.847,7.41812,16.2521,25.6609,44.4851,80.0322,156.238,151.22,147.11,144.193,141.116,137.847,134.337,128.867,121.273,91.2698,53.6446,31.9233,20.5504,9.543
239,146.756,-0.00201244,2.52279,0.00449313,0.129053,0.27958,10153.0,5,0.0004918493759974614,1.0,0.0,178,0.0,140.232,-0.8840000000000146,155.262,136.985,0.0,-0.0006760000000000099,155.262,136.985,7.42366,16.2633,25.6772,44.5086,80.0581,155.262,150.275,146.19,143.289,140.232,136.985,133.503,128.086,120.598,91.2514,53.6249,31.9085,20.5399,9.53757
240,147.4,-0.00598347,2.53385,0.00445861,0.128378,0.27944,10195.3,5,0.0004121121160340427,1.0,0.0,178,0.0,139.345,-0.8870000000000005,154.283,136.121,0.0,-0.0006750000000000089,154.283,136.121,7.42916,16.2743,25.6928,44.5301,80.0779,154.283,149.327,145.267,142.383,139.345,136.121,132.667,127.302,119.92,91.2391,53.6074,31.8945,20.5296,9.5322
241,148.042,-0.0065058,2.54551,0.00444444,0.127701,0.279301,10237.6,5,0.00047536219211510855,1.0,0.0,178,0.0,138.447,-0.8979999999999961,153.292,135.246,0.0,-0.0006769999999999832,153.292,135.246,7.43482,16.2863,25.711,44.5593,80.1228,153.292,148.368,144.334,141.466,138.447,135.246,131.819,126.506,119.224,91.2018,53.5812,31.8774,20.5181,9.52661
242,148.682,-0.00570754,2.55685,0.00443903,0.127027,0.279167,10280.0,5,0.0005992369494615159,1.0,0.0,178,0.0,137.542,-0.9050000000000011,152.294,134.363,0.0,-0.0006740000000000079,152.294,134.363,7.44053,16.2986,25.7302,44.5917,80.1781,152.294,147.402,143.394,140.542,137.542,134.363,130.963,125.701,118.517,91.1539,53.5515,31.8592,20.5062,9.52097
243,149.321,-0.0027463,2.56846,0.00440696,0.126347,0.279036,10322.3,5,0.0005378565923634046,1.0,0.0,178,0.0,136.642,-0.9000000000000057,151.301,133.487,0.0,-0.0006800000000000139,151.301,133.487,7.44608,16.3097,25.7463,44.6143,80.2012,151.301,146.44,142.458,139.623,136.642,133.487,130.114,124.904,117.82,91.1382,53.5326,31.8446,20.4957,9.51553
244,149.959,-0.0049413,2.57987,0.00434068,0.125677,0.278916,10364.7,5,0.00023450984872564265,1.0,0.0,178,0.0,135.751,-0.8909999999999911,150.316,132.619,0.0,-0.0006699999999999762,150.316,132.619,7.45129,16.319,25.7578,44.6235,80.1816,150.316,145.485,141.528,138.711,135.751,132.619,129.275,124.118,117.137,91.1653,53.5287,31.8354,20.4874,9.5105
245,150.595,-0.0104718,2.59055,0.0042904,0.125011,0.278795,10407.2,5,4.2248185024580664e-05,1.0,0.0,178,0.0,134.85,-0.9010000000000105,149.32,131.741,0.0,-0.0006659999999999999,149.32,131.741,7.45659,16.3291,25.7712,44.6386,80.1812,149.32,144.522,140.59,137.79,134.85,131.741,128.426,123.321,116.439,91.173,53.5182,31.824,20.4782,9.50534
246,151.23,-0.0108145,2.60123,0.00426996,0.124339,0.27867,10449.3,5,6.039059540545108e-05,1.0,0.0,178,0.0,133.934,-0.9159999999999968,148.31,130.848,0.0,-0.0006720000000000059,148.31,130.848,7.46216,16.3406,25.7885,44.6652,80.2178,148.31,143.543,139.638,136.855,133.934,130.848,127.561,122.507,115.719,91.1437,53.4948,31.8079,20.4672,9.49985
247,151.863,-0.00928737,2.61176,0.00426242,0.12367,0.278545,10491.3,5,0.00016814935148529164,1.0,0.0,178,0.0,133.01,-0.9240000000000066,147.291,129.947,0.0,-0.0006690000000000029,147.291,129.947,7.4678,16.3527,25.8072,44.6964,80.2698,147.291,142.557,138.678,135.912,133.01,129.947,126.687,121.683,114.986,91.0987,53.4662,31.7901,20.4555,9.49428
248,152.496,-0.00738056,2.62218,0.00426032,0.123004,0.278417,10533.2,5,0.0003132834347435963,1.0,0.0,178,0.0,132.081,-0.929000000000002,146.265,129.04,0.0,-0.0006659999999999999,146.265,129.04,7.47347,16.3651,25.8266,44.7296,80.3283,146.265,141.564,137.712,134.963,132.081,129.04,125.807,120.852,114.246,91.0473,53.4353,31.7716,20.4434,9.48866
249,153.127,-0.00563708,2.63294,0.00426035,0.122334,0.278285,10574.9,5,0.000474293519268483,1.0,0.0,178,0.0,131.147,-0.9339999999999975,145.235,128.129,0.0,-0.0006700000000000039,145.235,128.129,7.47918,16.3776,25.8463,44.7638,80.3897,145.235,140.567,136.742,134.01,131.147,128.129,124.922,120.017,113.499,90.9929,53.4034,31.7526,20.4312,9.483
250,153.756,-0.00421134,2.64423,0.00426112,0.12166,0.278153,10616.5,5,0.0006414456887404336,1.0,0.0,178,0.0,130.208,-0.938999999999993,144.2,127.213,0.0,-0.000673999999999994,144.2,127.213,7.48492,16.3902,25.8663,44.7984,80.4523,144.2,139.565,135.767,133.052,130.208,127.213,124.034,119.178,112.747,90.9374,53.3711,31.7335,20.4189,9.4773
251,154.384,-0.00132216,2.6558,0.00423086,0.12099,0.278025,10658.0,5,0.0005903404313101594,0.9,0.0,178,0.0,129.277,-0.9310000000000116,143.171,126.305,0.0,-0.0006700000000000039,143.171,126.305,7.49041,16.4012,25.8822,44.8212,80.4766,143.171,138.569,134.798,132.1,129.277,126.305,123.153,118.348,112.006,90.9201,53.3519,31.7189,20.4085,9.47192
252,154.963,-0.00396951,2.66736,0.0041642,0.120325,0.277888,10647.3,5,0.00028313261702390263,0.9,0.0,178,0.0,128.353,-0.9239999999999782,142.151,125.406,0.0,-0.0006649999999999989,142.151,125.406,7.49557,16.4104,25.8935,44.8299,80.4559,142.151,137.581,133.835,131.156,128.353,125.406,122.283,117.528,111.278,90.9479,53.3482,31.7098,20.4003,9.46693
253,155.499,-0.00980568,2.67893,0.00411433,0.119662,0.277758,10680.1,5,9.302210849622405e-05,0.9,0.0,178,0.0,127.42,-0.9330000000000069,141.121,124.497,0.0,-0.0006629999999999969,141.121,124.497,7.50084,16.4204,25.9068,44.8448,80.4555,141.121,136.583,132.864,130.203,127.42,124.497,121.402,116.699,110.537,90.9552,53.3376,31.6984,20.3911,9.4618
254,156.031,-0.0101564,2.69012,0.00409505,0.119001,0.277642,10716.4,5,0.0001166477871725087,0.9,0.0,178,0.0,126.475,-0.9450000000000074,140.077,123.574,0.0,-0.0006610000000000088,140.077,123.574,7.50633,16.4318,25.9239,44.8712,80.4923,140.077,135.573,131.881,129.236,126.475,123.574,120.507,115.853,109.775,90.9252,53.3142,31.6824,20.3802,9.45639
255,156.561,-0.00863156,2.69987,0.00408845,0.118339,0.277534,10752.7,5,0.00022930919169861924,0.9,0.0,178,0.0,125.521,-0.9539999999999935,139.025,122.644,0.0,-0.0006619999999999959,139.025,122.644,7.51192,16.4438,25.9425,44.9024,80.5447,139.025,134.555,130.89,128.263,125.521,122.644,119.604,114.999,109.004,90.8795,53.2854,31.6647,20.3685,9.45086
256,157.091,-0.00675311,2.70865,0.004087,0.117678,0.277425,10788.3,5,0.0003777951063293587,0.9,0.0,178,0.0,124.563,-0.9579999999999984,137.968,121.709,0.0,-0.0006609999999999949,137.968,121.709,7.51754,16.4561,25.9618,44.9355,80.6033,137.968,133.532,129.894,127.285,124.563,121.709,118.696,114.139,108.225,90.8276,53.2545,31.6462,20.3566,9.44529
257,157.62,-0.0050633,2.71693,0.00408746,0.117016,0.277311,10823.5,5,0.000539896402377539,0.9,0.0,178,0.0,123.601,-0.9620000000000033,136.907,120.77,0.0,-0.0006620000000000098,136.907,120.77,7.52318,16.4684,25.9813,44.9694,80.6643,136.907,132.505,128.894,126.303,123.601,120.77,117.785,113.275,107.442,90.77,53.2228,31.6274,20.3445,9.43969
258,158.148,-0.00193871,2.72553,0.00405639,0.116359,0.277194,10858.2,5,0.00047999886277546797,0.9,0.0,178,0.0,122.646,-0.9549999999999983,135.853,119.839,0.0,-0.0006569999999999909,135.853,119.839,7.52855,16.4792,25.9968,44.9911,80.6863,135.853,131.484,127.9,125.327,122.646,119.839,116.881,112.42,106.669,90.6728,53.2045,31.6133,20.3344,9.43443
259,158.675,-0.0064086,2.73623,0.00402053,0.1157,0.277079,10892.7,5,0.00038703782736734804,0.9,0.0,178,0.0,121.689,-0.9570000000000078,134.796,118.905,0.0,-0.0006590000000000068,134.796,118.905,7.53389,16.4897,26.0117,45.011,80.7025,134.796,130.461,126.904,124.349,121.689,118.905,115.976,111.564,105.893,90.493,53.1881,31.5999,20.3244,9.42919
260,159.201,-0.00688378,2.74703,0.00400665,0.115045,0.276948,10927.1,5,0.0004470387205222706,0.9,0.0,178,0.0,120.721,-0.9679999999999893,133.729,117.961,0.0,-0.0006550000000000028,133.729,117.961,7.53936,16.5013,26.0292,45.0391,80.7453,133.729,129.427,125.898,123.361,120.721,117.961,115.059,110.696,105.103,90.2269,53.1627,31.5833,20.3133,9.42379
261,159.725,-0.00591342,2.75776,0.00400195,0.114389,0.276802,10961.6,5,0.0005715654782908648,0.0,0.05,150,0.05,119.748,-0.972999999999999,132.655,117.012,0.0,-0.0006559999999999899,132.655,117.012,7.54491,16.5133,26.048,45.0707,80.7993,132.655,128.388,124.887,122.368,119.748,117.012,114.137,109.821,104.305,89.9025,53.1334,31.5654,20.3016,9.41829
262,159.627,0.00021785,2.76791,0.00399446,0.113738,0.276694,10592.3,5,0.0006753543752455009,0.0,0.05,150,0.05,118.774,-0.9740000000000038,131.58,116.061,0.0,-0.0006509999999999988,131.58,116.061,7.5504,16.525,26.0662,45.101,80.8496,131.58,127.348,123.874,121.373,118.774,116.061,113.214,108.945,103.506,89.54,53.1055,31.5481,20.2902,9.41286
263,159.173,0.0079342,2.76233,0.00400762,0.113094,0.276636,10556.3,5,0.0009220714534934268,0.0,0.05,150,0.05,117.796,-0.9779999999999944,130.502,115.106,0.0,-0.0006440000000000057,130.502,115.106,7.55599,16.5377,26.0867,45.1387,80.9244,130.502,126.304,122.858,120.375,117.796,115.106,112.286,108.064,102.698,89.1301,53.0693,31.5279,20.2777,9.40729
264,158.718,0.015184,2.75227,0.00402933,0.112456,0.276572,10524.7,5,0.001227222621332534,0.0,0.05,150,0.05,116.819,-0.9770000000000039,129.424,114.152,0.0,-0.0006379999999999997,129.424,114.152,7.56159,16.5506,26.1082,45.1795,81.0093,129.424,125.261,121.842,119.377,116.819,114.152,111.358,107.181,101.889,88.6885,53.0298,31.5067,20.2648,9.4017
265,158.264,0.0210099,2.74613,0.00405321,0.111822,0.276505,10494.1,5,0.0015466099031380444,0.0,0.05,150,0.05,115.844,-0.9750000000000085,128.348,113.2,0.0,-0.0006339999999999957,128.348,113.2,7.56717,16.5636,26.1299,45.2209,81.0966,128.348,124.221,120.829,118.382,115.844,113.2,110.432,106.301,101.079,88.2239,52.9896,31.4853,20.2519,9.39611
266,157.811,0.0273187,2.74547,0.00404087,0.111195,0.276467,10464.2,5,0.0016106751352368727,0.0,0.0,150,0.0,114.882,-0.9619999999999891,127.287,112.261,0.0,-0.0006270000000000026,127.287,112.261,7.57242,16.5747,26.1468,45.248,81.1386,127.287,123.194,119.829,117.4,114.882,112.261,109.52,105.435,100.285,87.764,52.9649,31.4693,20.2412,9.39093
267,157.459,0.026048,2.75097,0.00398581,0.110578,0.27649,10461.1,5,0.0013731800039047254,0.0,0.0,150,0.0,113.935,-0.9470000000000027,126.242,111.338,0.0,-0.0006170000000000064,126.242,111.338,7.57726,16.5835,26.158,45.2585,81.1385,126.242,122.181,118.843,116.433,113.935,111.338,108.625,104.586,99.5091,87.3119,52.9584,31.4598,20.2331,9.38623
268,157.167,0.0203097,2.75962,0.00394815,0.109965,0.276568,10442.2,5,0.0012565738970037321,0.0,0.0,150,0.0,112.985,-0.9500000000000028,125.193,110.412,0.0,-0.0006130000000000024,125.193,110.412,7.58219,16.5931,26.1713,45.2753,81.3566,125.193,121.166,117.854,115.462,112.985,110.412,107.725,103.732,98.7258,86.8313,52.945,31.4479,20.2242,9.3814
269,156.877,0.0205721,2.76572,0.00394423,0.109356,0.276663,10423.2,5,0.0013752828524192413,0.0,0.0,150,0.0,112.027,-0.9579999999999984,124.136,109.477,0.0,-0.0006089999999999984,124.136,109.477,7.58735,16.6043,26.1887,45.3048,82.2896,124.136,120.143,116.858,114.484,112.027,109.477,106.816,102.868,97.9298,86.3162,52.9175,31.4312,20.2133,9.37629
270,156.588,0.0228242,2.76956,0.00395547,0.108748,0.276816,10404.3,5,0.001599914521074771,0.0,0.0,150,0.0,111.067,-0.960000000000008,131.329,108.539,0.0,-0.0006079999999999974,131.329,108.539,7.59262,16.6162,26.208,45.34,131.329,123.076,119.117,115.859,113.503,111.067,108.539,105.905,102.0,97.1285,85.7803,52.8838,31.4124,20.2016,9.37104
271,156.3,0.0273311,2.76852,0.0039389,0.108142,0.27701,10385.3,5,0.001629317835165331,0.0,0.0,150,0.0,110.116,-0.9509999999999934,130.209,107.611,0.0,-0.0006059999999999954,130.209,107.611,7.59765,16.6267,26.2238,45.3645,130.209,122.027,118.101,114.869,112.532,110.116,107.611,105.003,101.142,96.3377,85.2479,52.8618,31.3976,20.1915,9.36608
272,156.014,0.0255859,2.76121,0.003885,0.107548,0.277208,10366.3,5,0.0013944259721285907,0.0,0.0,150,0.0,109.177,-0.938999999999993,129.105,106.695,0.0,-0.0005939999999999973,129.105,106.695,7.6023,16.6351,26.2344,45.3742,129.105,120.99,117.098,113.892,111.572,109.177,106.695,104.114,100.298,95.5607,84.7237,52.856,31.3886,20.1838,9.36156
273,155.729,0.0200028,2.74801,0.00384879,0.106955,0.27737,10347.3,5,0.0012831739505968602,0.0,0.0,150,0.0,108.235,-0.9420000000000073,127.996,105.776,0.0,-0.0005930000000000102,127.996,105.776,7.60707,16.6444,26.2473,45.3905,127.996,119.95,116.09,112.911,110.61,108.235,105.776,103.221,99.4491,94.7772,84.1798,52.8427,31.377,20.1751,9.35688
274,155.444,0.0202534,2.73315,0.00384547,0.106366,0.277474,10328.4,5,0.0014012845965099933,0.0,0.0,150,0.0,107.285,-0.9500000000000028,126.878,104.849,0.0,-0.0005889999999999923,126.878,104.849,7.61206,16.6552,26.2642,45.4191,126.878,118.902,115.077,111.923,109.64,107.285,104.849,102.32,98.5907,93.9824,83.6108,52.816,31.3608,20.1645,9.35193
