step,distFromStart,distRaced,curLapTime,rpm,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,sector,sector_cap,max_speed_param,steer_gain,center_gain,brake_gain,speedX,speedY,speedZ,angle,trackPos,front,front_delta,target_speed,steer,accel,brake,gear,risk,aggression,target_trackPos,mode,front_risk,closing_risk,edge_risk,angle_risk,slide_risk,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
526,310.857,320.856,10.09,10460.2,157.81,157.802,150.862,151.043,31,218.0,218.0,1.18,0.48,0.7,171.65,-0.0132163,-1.93533,0.00161207,0.000932693,115.803,-0.9480000000000075,164.0,0.0015619961936,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49107,18.4988,29.0519,49.8416,87.9613,122.847,120.815,118.88,117.393,115.803,114.09,112.227,109.284,105.152,84.1538,48.6404,28.6679,18.3606,8.47954
527,311.81,321.809,10.11,10443.8,157.563,157.55,150.629,150.804,31,218.0,218.0,1.18,0.48,0.7,171.382,-0.00646579,-1.9628,0.00155216,0.000670115,114.861,-0.9419999999999931,164.0,0.0015870908479999998,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49279,18.5004,29.0512,49.83,87.9072,121.856,119.836,117.914,116.438,114.861,113.164,111.321,108.414,104.355,84.2022,48.6511,28.6684,18.3589,8.47782
528,312.761,322.76,10.13,10427.4,157.316,157.299,150.395,150.567,31,218.0,218.0,1.18,0.48,0.7,171.115,-0.00362897,-1.97943,0.00147551,0.000419935,113.924,-0.9369999999999976,164.0,0.0015879095119999999,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49426,18.5009,29.048,49.811,87.8308,120.869,118.861,116.953,115.488,113.924,112.243,110.419,107.549,103.561,84.2715,48.6689,28.6715,18.3584,8.47635
529,313.711,323.71,10.15,10409.8,157.073,157.053,150.134,150.315,31,218.0,218.0,1.18,0.48,0.7,170.851,-0.00363366,-2.05994,0.00138533,0.000184615,112.991,-0.9330000000000069,164.0,0.001567341848,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49549,18.5004,29.0424,49.7857,87.7359,119.885,117.89,115.994,114.541,112.991,111.326,109.522,106.689,102.771,84.3583,48.6928,28.6769,18.3589,8.47511
530,314.659,324.658,10.17,10394.5,156.829,156.807,149.917,150.09,31,218.0,218.0,1.18,0.48,0.7,170.585,-0.0043923,-2.10087,0.00128978,-2.78155e-05,112.06,-0.9309999999999974,164.0,0.0015320874943999998,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49648,18.4991,29.0354,49.7571,87.6323,118.903,116.92,115.038,113.597,112.06,110.411,108.626,105.83,101.981,84.4535,48.72,28.6836,18.3601,8.47412
531,315.606,325.605,10.19,10378.9,156.585,156.563,149.696,149.863,31,218.0,218.0,1.18,0.48,0.7,170.319,-0.0051315,-2.1161,0.00119257,-0.000225385,111.131,-0.929000000000002,164.0,0.001489453048,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49733,18.4976,29.0278,49.7272,87.5257,117.923,115.953,114.084,112.654,111.131,109.498,107.733,104.973,101.191,84.5521,48.7485,28.6909,18.3616,8.47327
532,316.552,326.551,10.21,10363.2,156.338,156.323,149.468,149.639,31,218.0,218.0,1.18,0.48,0.7,170.054,-0.00769516,-2.11636,0.00112659,-0.000410239,110.197,-0.9339999999999975,164.0,0.0014790313872,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49834,18.4974,29.0241,49.7094,87.4579,116.94,114.982,113.126,111.707,110.197,108.58,106.834,104.108,100.39,84.6151,48.7654,28.6945,18.3617,8.47226
533,317.496,327.495,10.23,10347.5,156.096,156.089,149.238,149.415,31,218.0,218.0,1.18,0.48,0.7,169.79,-0.0039319,-2.12336,0.00109988,-0.000590483,109.258,-0.9390000000000072,164.0,0.0015132665983999998,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49965,18.4993,29.0257,49.7074,87.4397,115.953,114.006,112.164,110.756,109.258,107.655,105.927,103.235,99.5774,84.6316,48.7672,28.6929,18.3598,8.47096
534,318.438,328.437,10.25,10331.7,155.861,155.853,149.012,149.185,31,218.0,218.0,1.18,0.48,0.7,169.529,0.00373459,-2.16342,0.00106543,-0.000764052,108.321,-0.9369999999999976,164.0,0.0015359335696,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50083,18.5007,29.026,49.702,87.4111,114.969,113.034,111.204,109.806,108.321,106.734,105.024,102.365,98.7665,84.658,48.7723,28.6926,18.3584,8.46978
535,319.379,329.378,10.27,10315.8,155.624,155.611,148.786,148.953,31,218.0,218.0,1.18,0.48,0.7,169.268,0.00593189,-2.20427,0.00100541,-0.000918388,107.391,-0.9299999999999926,164.0,0.0015214117423999998,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50163,18.5003,29.0222,49.6851,87.4011,113.989,112.066,110.249,108.863,107.391,105.819,104.127,101.502,97.9627,84.7166,48.7884,28.6962,18.3588,8.46898
536,320.319,330.318,10.29,10298.5,155.386,155.369,148.537,148.71,32,218.0,218.0,1.18,0.48,0.7,169.011,0.00557061,-2.27305,0.000931263,-0.00106645,106.464,-0.9270000000000067,164.0,0.0014879312999999997,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50225,18.499,29.0163,49.6622,116.234,113.012,111.102,109.298,107.923,106.464,104.907,103.234,100.643,97.1624,84.7926,48.8104,28.7019,18.36,8.46835
537,321.257,331.256,10.31,10281.9,155.147,155.133,148.285,148.472,32,218.0,218.0,1.18,0.48,0.7,168.756,0.00157765,-2.40348,0.000874758,-0.00120997,105.536,-0.9279999999999973,164.0,0.001473611496,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50299,18.4986,29.0127,49.6463,115.24,112.035,110.136,108.346,106.982,105.536,103.994,102.339,99.7801,96.3566,84.8481,48.8257,28.7054,18.3604,8.46761
538,322.194,332.193,10.33,10267.2,154.904,154.898,148.073,148.261,32,218.0,218.0,1.18,0.48,0.7,168.498,0.00365346,-2.47793,0.000851989,-0.00134269,104.603,-0.9330000000000069,164.0,0.0014951603320000001,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50392,18.4998,29.0135,49.6437,114.243,111.054,109.167,107.39,106.036,104.603,103.076,101.438,98.911,95.5416,84.7896,48.8281,28.7046,18.3592,8.46668
539,323.129,333.128,10.35,10252.3,154.663,154.662,147.859,148.044,32,218.0,218.0,1.18,0.48,0.7,168.241,0.00783865,-2.51137,0.000845194,-0.00146468,103.669,-0.9339999999999975,164.0,0.0015316441839999999,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.5049,18.5017,29.0161,49.6469,113.245,110.073,108.198,106.433,105.09,103.669,102.156,100.536,98.0394,94.7225,84.5406,48.8249,28.702,18.3573,8.4657
540,324.063,334.062,10.37,10237.2,154.429,154.422,147.647,147.821,32,218.0,218.0,1.18,0.48,0.7,167.984,0.0141116,-2.51807,0.000813782,-0.0015862,102.74,-0.929000000000002,164.0,0.00153890852,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50567,18.5023,29.0153,49.6402,112.252,109.096,107.233,105.481,104.149,102.74,101.242,99.6396,97.1741,93.9098,84.2085,48.8313,28.7028,18.3567,8.46494
541,324.995,334.994,10.39,10222.0,154.204,154.189,147.434,147.597,32,218.0,218.0,1.18,0.48,0.7,167.728,0.0133312,-2.53866,0.000747383,-0.00169086,101.819,-0.9209999999999923,164.0,0.001498737668,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50599,18.5006,29.0092,49.6183,111.264,108.125,106.275,104.536,103.215,101.819,100.336,98.7512,96.3174,93.1061,83.8295,48.8525,28.7087,18.3583,8.46461
542,325.926,335.925,10.41,10206.8,153.974,153.962,147.212,147.378,32,218.0,218.0,1.18,0.48,0.7,167.474,0.00855446,-2.59056,0.000698149,-0.00179505,100.896,-0.9230000000000018,164.0,0.00147865006,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50645,18.4999,29.0055,49.6035,110.275,107.153,105.315,103.589,102.279,100.896,99.4278,97.8605,95.4576,92.2978,83.3874,48.8668,28.7123,18.359,8.46414
543,326.856,336.855,10.43,10191.4,153.738,153.733,146.987,147.16,32,218.0,218.0,1.18,0.48,0.7,167.222,0.00931255,-2.63689,0.000679731,-0.00189622,99.9694,-0.9266000000000076,164.0,0.001493823636,0.0,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50716,18.5008,29.0059,49.601,109.283,106.178,104.352,102.639,101.34,99.9694,98.5156,96.9652,94.5924,91.4819,82.8906,48.8692,28.7119,18.3581,8.46344
544,327.784,337.783,10.45,10173.8,153.502,153.5,146.727,146.918,32,218.0,218.0,1.18,0.48,0.7,166.975,0.0122076,-2.72565,0.000674903,-0.00199326,99.042,-0.9273999999999916,164.0,0.001523526788,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50794,18.5023,29.008,49.6039,108.292,105.204,103.389,101.689,100.401,99.042,97.6024,96.0688,93.7254,90.6629,82.359,48.8663,28.7097,18.3566,8.46266
545,328.712,338.711,10.47,10277.4,153.322,153.31,148.29,148.29,32,218.0,218.0,1.18,0.48,0.7,166.865,0.0141559,-2.87332,0.000620186,-0.00209594,98.1234,-0.9185999999999979,164.0,0.001496418392,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50834,18.5013,29.0035,49.5867,107.306,104.236,102.434,100.747,99.4695,98.1234,96.6985,95.182,92.8689,89.8554,81.8272,48.883,28.7141,18.3576,8.46225
546,329.639,339.638,10.49,10279.5,153.294,153.272,148.335,148.335,32,218.0,218.0,1.18,0.48,0.7,166.87,0.00252686,-2.95541,0.000520825,-0.00215991,97.2123,-0.9111000000000047,164.0,0.0014025086680000002,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50804,18.4971,28.9918,49.5496,106.326,103.274,101.485,99.8114,98.5453,97.2123,95.8025,94.3037,92.0214,89.0577,81.2936,48.9192,28.7257,18.3617,8.46255
547,330.566,340.565,10.51,10277.2,153.298,153.276,148.302,148.302,33,218.0,218.0,1.18,0.48,0.7,166.878,-0.00598192,-2.99937,0.000425637,-0.00226672,96.2995,-0.9128000000000043,164.0,0.0013291511159999997,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50814,18.494,28.9819,49.5163,105.344,102.31,100.534,98.8744,97.6197,96.2995,94.9046,93.4233,91.1715,88.2564,80.7357,48.9518,28.7354,18.3648,8.46245
548,331.493,341.492,10.53,10275.1,153.304,153.283,148.271,148.271,33,218.0,218.0,1.18,0.48,0.7,166.885,-0.0118151,-3.01178,0.000334024,-0.00236336,95.386,-0.9134999999999991,164.0,0.001256302048,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50818,18.4908,28.9721,49.484,104.362,101.346,99.5831,97.9367,96.6932,95.386,94.0059,92.542,90.3202,87.4527,80.1588,48.9834,28.745,18.3679,8.4624
549,332.421,342.42,10.55,10273.7,153.31,153.289,148.25,148.25,33,218.0,218.0,1.18,0.48,0.7,166.892,-0.0158328,-3.04341,0.000246823,-0.00244983,94.4715,-0.9144999999999897,164.0,0.001184949124,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50817,18.4877,28.9627,49.4531,103.378,100.381,98.6311,96.9981,95.7659,94.4715,93.1062,91.6595,89.4674,86.6467,79.5651,49.0139,28.7543,18.371,8.46241
550,333.348,343.347,10.57,10273.4,153.315,153.297,148.246,148.246,33,218.0,218.0,1.18,0.48,0.7,166.899,-0.0181162,-3.11033,0.000167131,-0.00253018,93.5557,-0.9158000000000044,164.0,0.0011202242439999999,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50817,18.4849,28.9542,49.4249,102.393,99.4148,97.6778,96.0583,94.8373,93.5557,92.2051,90.7753,88.6126,85.8376,78.9552,49.0417,28.7628,18.3738,8.4624
551,334.275,344.274,10.59,10274.0,153.321,153.304,148.254,148.254,33,218.0,218.0,1.18,0.48,0.7,166.906,-0.0191425,-3.17332,9.21488e-05,-0.0025777,92.6393,-0.9163999999999959,164.0,0.001049080544,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50794,18.4818,28.9453,49.397,101.408,98.448,96.7239,95.1181,93.9082,92.6393,91.3032,89.8904,87.7567,85.0267,78.3328,49.0693,28.7715,18.3769,8.46263
552,335.202,345.201,10.61,10285.1,153.326,153.309,148.398,148.398,33,218.0,218.0,1.18,0.48,0.7,166.903,-0.0200445,-3.29592,1.72853e-05,-0.00258263,91.7234,-0.9159000000000077,164.0,0.0009625400779999998,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50734,18.4778,28.9353,49.3672,100.423,97.4817,95.7706,94.1783,92.9796,91.7234,90.402,89.006,86.9011,84.2154,77.7008,49.099,28.7815,18.3808,8.46322
553,336.129,346.129,10.63,10288.3,153.324,153.305,148.463,148.463,33,218.0,218.0,1.18,0.48,0.7,166.908,-0.0222246,-3.48317,-6.55055e-05,-0.0025754,90.8085,-0.9149000000000029,164.0,0.0008622094299999999,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50658,18.4733,28.9238,49.3335,99.4385,96.516,94.818,93.2393,92.052,90.8085,89.5017,88.1226,86.0463,83.4045,77.0616,49.1325,28.793,18.3854,8.46398
554,337.057,347.056,10.65,10283.9,153.334,153.314,148.4,148.4,33,218.0,218.0,1.18,0.48,0.7,166.922,-0.0240366,-3.58893,-0.000152171,-0.00256006,89.894,-0.9144999999999897,164.0,0.0007543481079999998,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50571,18.4683,28.9116,49.298,98.4538,95.5505,93.8657,92.3008,91.1247,89.894,88.6017,87.2394,85.1917,82.5932,76.4146,49.1679,28.8051,18.3903,8.46485
555,337.984,347.983,10.67,10281.3,153.346,153.326,148.36,148.36,33,218.0,218.0,1.18,0.48,0.7,166.933,-0.0251197,-3.63971,-0.000239193,-0.00252438,88.9794,-0.9146000000000072,164.0,0.000638646084,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50467,18.463,28.8987,49.2614,97.4688,94.5848,92.9133,91.362,90.1973,88.9794,87.7016,86.356,84.3366,81.7807,75.7595,49.2046,28.818,18.3956,8.46589
556,338.911,348.91,10.69,10279.2,153.355,153.335,148.331,148.331,33,218.0,218.0,1.18,0.48,0.7,166.943,-0.0255528,-3.65175,-0.000325382,-0.00248059,88.0644,-0.914999999999992,164.0,0.000520968472,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50356,18.4576,28.8858,49.2247,96.4834,93.6187,91.9605,90.423,89.2695,88.0644,86.8012,85.4722,83.4808,80.9669,75.0964,49.2414,28.831,18.401,8.46699
557,339.838,349.837,10.71,10277.8,153.363,153.344,148.309,148.309,33,218.0,218.0,1.18,0.48,0.7,166.952,-0.0256659,-3.67062,-0.000409126,-0.00242464,87.1489,-0.9155000000000086,164.0,0.00040173999199999996,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50238,18.4521,28.8728,49.1885,95.4972,92.652,91.0072,89.4835,88.3413,87.1489,85.9001,84.5876,82.624,80.1514,74.4256,49.2779,28.844,18.4065,8.46817
558,340.766,350.765,10.73,10277.3,153.368,153.356,148.302,148.302,34,218.0,218.0,1.18,0.48,0.7,166.961,-0.0269811,-3.70443,-0.000459492,-0.00235438,86.2286,-0.9202999999999975,164.0,0.00031667726399999994,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50135,18.4481,28.864,49.165,94.5072,91.6813,90.0496,88.5395,87.4085,86.2286,84.9939,83.6976,81.7611,79.3287,73.7398,49.3016,28.8528,18.4105,8.4692
559,341.693,351.692,10.75,10277.6,153.372,153.368,148.305,148.305,34,218.0,218.0,1.18,0.48,0.7,166.969,-0.0229033,-3.72903,-0.000474632,-0.00227571,85.3034,-0.9252000000000038,164.0,0.00027011324799999987,0.34,0.0,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50056,18.4458,28.8596,49.1551,93.5133,90.7064,89.0877,87.5911,86.471,85.3034,84.0827,82.8023,80.8922,78.4988,73.0396,49.3116,28.8572,18.4128,8.46999
560,342.62,352.619,10.77,10285.7,153.377,153.376,148.412,148.412,34,218.0,218.0,1.18,0.48,0.7,166.97,-0.0178288,-3.79767,-0.000476122,-0.00219941,84.3763,-0.9270999999999958,134.0,0.00024052080800000006,0.0,0.1,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.4999,18.4444,28.8572,49.1507,92.5177,89.7298,88.1241,86.6408,85.5316,84.3763,83.1693,81.9046,80.0208,77.6656,72.3312,49.316,28.8596,18.4143,8.47065
561,343.547,353.546,10.79,10122.9,151.563,151.566,146.017,146.201,34,218.0,218.0,1.18,0.48,0.7,166.668,-0.0118669,-3.91255,-0.000460029,-0.00213726,83.4471,-0.9291999999999945,134.0,0.00023683822800000002,0.0,0.11199999999999999,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49951,18.4441,28.8576,49.1541,91.5202,88.7514,87.1586,85.6886,84.5903,83.4471,82.2539,81.0047,79.1465,76.8289,71.6142,49.3126,28.8592,18.4145,8.47104
562,344.471,354.471,10.81,10080.9,150.849,150.861,145.391,145.594,34,218.0,218.0,1.18,0.48,0.7,166.119,-0.000817155,-3.97617,-0.000400305,-0.00207194,82.5148,-0.9323000000000121,134.0,0.00028348381199999996,0.0,0.11199999999999999,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49946,18.4461,28.8638,49.1747,90.521,87.7709,86.1908,84.7339,83.6462,82.5148,81.335,80.101,78.2679,75.9866,70.8857,49.2917,28.853,18.4125,8.47109
563,345.393,355.392,10.83,10046.9,150.379,150.398,144.899,145.104,34,218.0,218.0,1.18,0.48,0.7,165.547,0.0116229,-3.99516,-0.000315189,-0.00200756,81.5826,-0.9321999999999946,134.0,0.0003604348679999999,0.0,0.11199999999999999,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49964,18.4494,28.8735,49.2056,89.5224,86.7909,85.2234,83.7794,82.7022,81.5826,80.416,79.1969,77.3885,75.1425,70.1508,49.2607,28.8432,18.4092,8.47092
564,346.311,356.31,10.85,10013.2,149.9,149.922,144.412,144.617,34,218.0,218.0,1.18,0.48,0.7,164.977,0.0228021,-3.98062,-0.000218689,-0.00195011,80.6522,-0.9304000000000059,134.0,0.0004533471079999999,0.0,0.11199999999999999,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49997,18.4535,28.885,49.2414,88.5257,85.8128,84.258,82.8269,81.7601,80.6522,79.4987,78.2945,76.5104,74.2993,69.4132,49.2247,28.8318,18.4051,8.47059
565,347.225,357.224,10.87,9979.42,149.343,149.366,143.926,144.128,34,218.0,218.0,1.18,0.48,0.7,164.413,0.0317887,-3.97074,-0.000118136,-0.00190361,79.7246,-0.9275999999999982,134.0,0.000555036448,0.0,0.11199999999999999,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50043,18.4581,28.8973,49.2794,87.5318,84.8376,83.2954,81.8772,80.8209,79.7246,78.5842,77.3946,75.6346,73.458,68.6745,49.1867,28.8195,18.4006,8.47013
566,348.137,358.136,10.89,9945.6,148.831,148.848,143.443,143.636,34,218.0,218.0,1.18,0.48,0.7,163.848,0.0406425,-3.95803,-4.79817e-05,-0.00184862,78.8044,-0.9201999999999941,134.0,0.0006177581699999999,0.0,0.049,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50056,18.4608,28.9052,49.3048,86.544,83.869,82.3397,80.9346,79.8889,78.8044,77.6772,76.5025,74.7667,72.6245,67.9424,49.1612,28.8116,18.3978,8.47
567,349.046,359.045,10.91,9940.59,149.38,149.388,143.368,143.549,34,218.0,218.0,1.18,0.48,0.7,163.392,0.0416948,-3.93796,-1.66893e-05,-0.00181007,77.892,-0.9124000000000052,134.0,0.000640620162,0.0,0.049,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.5005,18.4618,28.9084,49.3155,85.5628,82.9075,81.3912,79.9995,78.9645,77.892,76.7781,75.6185,73.9071,71.7994,67.2176,49.1506,28.8084,18.3969,8.47006
568,349.952,359.952,10.93,9916.34,149.073,149.076,143.02,143.2,34,218.0,218.0,1.18,0.48,0.7,163.014,0.0396486,-3.94086,-4.76837e-06,-0.00176867,76.9844,-0.9076000000000022,134.0,0.0006395841394,0.0,0.049,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.50025,18.4617,28.9088,49.3182,84.5856,81.9502,80.4472,79.0689,78.0448,76.9844,75.8838,74.7392,73.0522,70.9789,66.4956,49.1479,28.808,18.397,8.47031
569,350.857,360.856,10.95,9893.82,148.724,148.725,142.696,142.872,35,218.0,218.0,1.18,0.48,0.7,162.637,0.0367452,-3.95745,-1.72853e-06,-0.00173251,76.0798,-0.9045999999999879,134.0,0.0006299799826,0.0,0.049,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.49997,18.4612,28.9082,49.3177,83.6111,80.9958,79.5062,78.1415,77.1283,76.0798,74.9927,73.8631,72.2004,70.1612,65.774,49.1484,28.8086,18.3975,8.4706
570,351.759,361.758,10.97,9871.6,148.373,148.373,142.378,142.549,35,218.0,218.0,1.18,0.48,0.7,162.261,0.0338297,-3.96373,-2.563e-06,-0.00170167,75.1778,-0.902000000000001,134.0,0.000617744876,0.0,0.049,6,0.0,1.02,0.0,normal,0.0,0.0,0.0,0.0,0.0,8.4997,18.4605,28.9072,49.3158,82.6389,80.0439,78.5677,77.2165,76.2142,75.1778,74.1041,72.9894,71.3508,69.3452,65.0519,49.1503,28.8096,18.3981,8.47086
571,352.66,362.659,10.99,9849.22,148.024,148.023,142.056,142.225,35,218.0,218.0,1.1848126666666667,0.4850051733333334,0.7059677066666666,161.887,0.0312205,-3.96555,-5.54323e-06,-0.00167219,74.2781,-0.8997000000000099,134.0,0.000609808119486916,0.0,0.04941773946666667,6,0.0096253333333334,1.02,0.0,normal,0.0096253333333334,0.0,0.0,0.0,0.0,8.49942,18.4598,28.9059,49.3132,81.6687,79.0942,77.6315,76.2939,75.3025,74.2781,73.2177,72.1179,70.5033,68.531,64.3292,49.153,28.8109,18.3988,8.47114
572,353.558,363.557,11.01,9826.8,147.678,147.677,141.734,141.9,35,218.0,218.0,1.1907953333333332,0.4912271466666666,0.7133862133333333,161.513,0.029028,-3.96296,-9.65595e-06,-0.00163976,73.3807,-0.8973999999999904,134.0,0.0006006776555748814,0.0,0.04993703493333333,6,0.021590666666666605,1.02,0.0,normal,0.021590666666666605,0.0,0.0,0.0,0.0,8.49911,18.459,28.9044,49.3099,80.7006,78.1467,76.6975,75.3736,74.393,73.3807,72.3336,71.2486,69.6578,67.7183,63.606,49.1562,28.8124,18.3996,8.47145
573,354.454,364.453,11.03,9803.91,147.301,147.3,141.405,141.569,35,218.0,218.0,1.1967646666666667,0.4974352533333333,0.7207881866666667,161.141,0.0271828,-3.972,-1.43051e-05,-0.00161473,72.4853,-0.8954000000000093,134.0,0.000593330117994216,0.0,0.05045517306666667,6,0.0335293333333334,1.02,0.0,normal,0.0335293333333334,0.0,0.0,0.0,0.0,8.49886,18.4583,28.9031,49.3068,79.7344,77.2012,75.7656,74.4553,73.4856,72.4853,71.4515,70.3811,68.8139,66.9069,62.8818,49.1593,28.8137,18.4003,8.4717
574,355.348,365.347,11.05,9781.22,146.953,146.952,141.078,141.242,35,218.0,218.0,1.2027213333333333,0.5036301866666666,0.7281744533333332,160.768,0.0258257,-3.9882,-1.84774e-05,-0.00159375,71.5918,-0.8934999999999889,134.0,0.0005877989004354665,0.0,0.05097221173333333,6,0.04544266666666658,1.02,0.0,normal,0.04544266666666658,0.0,0.0,0.0,0.0,8.49865,18.4577,28.9019,49.3041,78.77,76.2576,74.8356,73.539,72.5802,71.5918,70.5713,69.5155,67.9717,66.0968,62.1569,49.162,28.8149,18.4009,8.47191
575,356.24,366.239,11.07,9758.0,146.598,146.597,140.743,140.906,35,218.0,218.0,1.2086626666666667,0.5098091733333333,0.7355417066666666,160.395,0.024819,-4.0041,-2.26498e-05,-0.00156514,70.7006,-0.891200000000012,134.0,0.0005790453067912426,0.0,0.05148791946666667,6,0.05732533333333341,1.02,0.0,normal,0.05732533333333341,0.0,0.0,0.0,0.0,8.49837,18.457,28.9005,49.301,77.8075,75.3161,73.9078,72.6248,71.677,70.7006,69.6932,68.652,67.1314,65.2882,61.4315,49.1651,28.8163,18.4017,8.47219
576,357.13,367.129,11.09,9733.73,146.265,146.264,140.392,140.56,35,218.0,218.0,1.2145906666666666,0.5159742933333332,0.7428924266666665,160.022,0.0241245,-4.03455,-2.71201e-05,-0.00153772,69.8114,-0.8891999999999882,134.0,0.0005700624123227785,0.0,0.052002469866666665,6,0.06918133333333325,1.02,0.0,normal,0.06918133333333325,0.0,0.0,0.0,0.0,8.4981,18.4562,28.8991,49.2979,76.8469,74.3767,72.9821,71.7128,70.7759,69.8114,68.8171,67.7904,66.2929,64.4809,60.7056,49.1682,28.8177,18.4024,8.47246
577,358.018,368.017,11.11,9710.63,145.917,145.915,140.056,140.225,35,218.0,218.0,1.2205046666666666,0.5221248533333334,0.7502257866666666,159.648,0.0236632,-4.07369,-3.19481e-05,-0.00150959,68.9243,-0.8871000000000038,134.0,0.0005600349824399015,0.0,0.05251580506666667,6,0.08100933333333331,1.02,0.0,normal,0.08100933333333331,0.0,0.0,0.0,0.0,8.49782,18.4554,28.8976,49.4328,75.8883,73.4392,72.0585,70.8029,69.8768,68.9243,67.943,66.9308,65.4561,63.6752,59.9795,49.1274,28.8192,18.4032,8.47274
578,358.904,368.903,11.13,9688.04,145.562,145.561,139.732,139.897,35,218.0,218.0,1.2264053333333333,0.5282615466666667,0.7575426133333334,159.271,0.0232578,-4.08908,-3.67165e-05,-0.00148471,68.0392,-0.8851000000000084,134.0,0.0005510502413017814,0.0,0.05302798293333334,6,0.09281066666666675,1.02,0.0,normal,0.09281066666666675,0.0,0.0,0.0,0.0,8.49757,18.4547,28.8963,79.3298,74.9315,72.5038,71.1369,69.895,68.9799,68.0392,67.071,66.0732,64.6211,62.8707,59.2529,48.9731,28.8205,18.4039,8.47299
