step,distFromStart,distRaced,curLapTime,rpm,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,sector,sector_cap,max_speed_param,steer_gain,center_gain,brake_gain,speedX,speedY,speedZ,angle,trackPos,front,front_delta,target_speed,steer,accel,brake,gear,risk,aggression,target_trackPos,mode,front_risk,closing_risk,edge_risk,angle_risk,slide_risk,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18
29,3598.45,0.0,-0.422,11612.8,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
30,3598.45,0.0,-0.402,11893.5,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
31,3598.45,0.0,-0.382,12174.1,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
32,3598.45,0.0,-0.362,12454.7,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
33,3598.45,0.0,-0.342,12735.6,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
34,3598.45,0.0,-0.322,13017.4,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
35,3598.45,0.0,-0.302,13300.3,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
36,3598.45,0.0,-0.282,13584.3,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
37,3598.45,0.0,-0.262,13869.5,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
38,3598.45,0.0,-0.242,14155.8,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
39,3598.45,0.0,-0.222,14443.2,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
40,3598.45,0.0,-0.202,14731.7,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
41,3598.45,0.0,-0.182,15021.4,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
42,3598.45,0.0,-0.162,15312.3,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
43,3598.45,0.0,-0.142,15604.2,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
44,3598.45,0.0,-0.122,15897.4,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
45,3598.45,0.0,-0.102,16191.7,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
46,3598.45,0.0,-0.082,16487.1,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
47,3598.45,0.0,-0.062,16783.8,0.0,0.0,0.0,0.0,359,218.0,218.0,1.2664886666666666,0.5699482133333333,0.8072459466666666,-0.00913045,-0.00302988,0.00318209,0.00822276,0.333439,62.0267,0.0,134.0,-0.006002513999999997,1.0,0.0,1,0.17297733333333334,0.9,0.0,post_final_boost,0.17297733333333334,0.0,0.0,0.0,0.0,5.70304,12.6267,22.455,140.486,90.9268,77.357,71.6721,67.3518,64.5773,62.0267,59.6744,57.4982,54.7119,51.8501,47.2417,40.0655,31.0431,22.7658,11.2227
